edge_id,subject_id,predicate,object_id,chunk_id,source_file,page_num,judge_label,statement_confidence,evidence_excerpt,evidence_start_char,evidence_end_char
rel:c817ed7cdee05920,ent:ecf5483eec4f768f,APPLIES_TO,ent:f10c2e11a356f715,21.Waste-Feasibility-Study_roadmap::c43::e28639f01a2db346,21.Waste-Feasibility-Study_roadmap.pdf,,maybe,0.6,"a system where unwanted household durables are either repaired for resale or redistribution, or dismantled into their component parts",,
rel:8de0ecd7982e4ee0,ent:ecf5483eec4f768f,PRODUCES,ent:c00e495a30a59f07,21.Waste-Feasibility-Study_roadmap::c43::e28639f01a2db346,21.Waste-Feasibility-Study_roadmap.pdf,,maybe,0.6,"This process is highly labour intensive, but also adds significant community benefit in the form of entry level jobs",,
rel:5cbdcff7f2d03c4a,ent:ecf5483eec4f768f,PRODUCES,ent:a388efdcc58205f5,21.Waste-Feasibility-Study_roadmap::c43::e28639f01a2db346,21.Waste-Feasibility-Study_roadmap.pdf,,maybe,0.6,adds significant community benefit in the form of entry level jobs and high quality recovered products,,
rel:5ac6ecdf843b4f10,ent:ecf5483eec4f768f,AFFECTS,ent:02c95ca2caf91411,21.Waste-Feasibility-Study_roadmap::c43::e28639f01a2db346,21.Waste-Feasibility-Study_roadmap.pdf,,maybe,0.6,"In some cases, this results in 100 per cent resource recovery. In other cases, the recovery rates are lower",754.0,861.0
rel:0cd57c74c382b410,ent:ecf5483eec4f768f,PRODUCES,ent:9a161372955508b3,21.Waste-Feasibility-Study_roadmap::c43::e28639f01a2db346,21.Waste-Feasibility-Study_roadmap.pdf,,maybe,0.6,A key product from this diversion option is the recovered metals that are sold into global markets,863.0,961.0
rel:fccbd72edfc1865b,ent:9a161372955508b3,INVOLVES,ent:f766bf6a682a6bbd,21.Waste-Feasibility-Study_roadmap::c43::e28639f01a2db346,21.Waste-Feasibility-Study_roadmap.pdf,,maybe,0.6,A key product from this diversion option is the recovered metals that are sold into global markets,863.0,961.0
rel:f019ad867d4f2449,ent:ecf5483eec4f768f,PRODUCES,ent:46dc83db621fcfc7,21.Waste-Feasibility-Study_roadmap::c43::e28639f01a2db346,21.Waste-Feasibility-Study_roadmap.pdf,,maybe,0.6,"the net benefits are social engagement and significant savings of landfill airspace from around 2,000 tonnes of recycled waste",,
rel:897fca0c88b8fef2,ent:227c1613e9869a3f,INVOLVES,ent:f766bf6a682a6bbd,21.Waste-Feasibility-Study_roadmap::c43::e28639f01a2db346,21.Waste-Feasibility-Study_roadmap.pdf,,maybe,0.6,screening the shredded product to produce different sized products for different markets,,
rel:8677db5463abfa9c,ent:066e38ce337772c6,AFFECTS,ent:1931dc8c38458af6,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,Dumping of goods at charity storefronts costs charities about $13 million per year,10.0,92.0
rel:befe6d4811a9c407,ent:263a4de9216f7ee5,ISSUED_BY,ent:066e38ce337772c6,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,Dumping of goods at charity storefronts costs charities about $13 million per year (NACRO 2018),10.0,105.0
rel:cce6c011acf67d07,ent:1b7cbb6213dcca1f,ISSUED_BY,ent:5868c44cdb49e948,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,State governments often provide some financial relief through landfill levy exemptions,,
rel:740fd8a173381b62,ent:5868c44cdb49e948,ENABLES,ent:1931dc8c38458af6,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,State governments often provide some financial relief through landfill levy exemptions,,
rel:eba00347d6cb1a63,ent:b933d900a8c5c206,APPLIES_TO,ent:44862a8266f3d040,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,buildings can be purposefully deconstructed to maximise reuse and recycling,,
rel:5ca0b09366af4b4e,ent:2823bfd41f8dfccc,ISSUED_BY,ent:b933d900a8c5c206,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,buildings can be purposefully deconstructed to maximise reuse and recycling (DECCW NSW 2010),,
rel:7434d8ad5151be02,ent:8b7c9026ff4af7e6,AFFECTS,ent:9aaebafb3652044d,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,The adoption of the 'circular economy' concept at the heart of waste policy,,
rel:a0a2c638df1a34e0,ent:9aaebafb3652044d,REQUIRES,ent:bebdd22381acd2a9,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,"should result in an increased focus on avoidance, reduction and reuse",,
rel:422163cec6dda73f,ent:8b7c9026ff4af7e6,ENABLES,ent:bebdd22381acd2a9,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,"The adoption of the 'circular economy' concept at the heart of waste policy should result in an increased focus on avoidance, reduction and reuse",,
rel:78069a22122b509f,ent:0efceea178c206e9,REFERENCES,ent:a0b817dbfb6a31a5,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,"The waste hierarchy expresses a preferential order to managing waste, and is embedded in state and territory policy frameworks",,
rel:953f7527a06d73b2,ent:39d2ebe8263f5e83,INVOLVES,ent:131820ea5b991a9c,22.national-waste-report-2020::c101::3333998b41bed3d4,22.national-waste-report-2020.pdf,35.0,maybe,0.6,Rescued sports equipment for sale at the Resource Work Cooperative in Hobart,707.0,783.0
rel:4a047169197d0cc7,ent:066e38ce337772c6,AFFECTS,ent:1931dc8c38458af6,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,Dumping of goods at charity storefronts costs charities about $13 million per year,19.0,101.0
rel:5d0c3272399e5c7e,ent:263a4de9216f7ee5,ISSUED_BY,ent:066e38ce337772c6,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,Dumping of goods at charity storefronts costs charities about $13 million per year (NACRO 2018),19.0,114.0
rel:f6d389b807590c9d,ent:1b7cbb6213dcca1f,ISSUED_BY,ent:5868c44cdb49e948,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,State governments often provide some financial relief through landfill levy exemptions,,
rel:a56ad7493cb84d7a,ent:5868c44cdb49e948,ENABLES,ent:1931dc8c38458af6,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,State governments often provide some financial relief through landfill levy exemptions,,
rel:a3c6f3b23a0f1a0a,ent:77b4b5dc7a53caec,APPLIES_TO,ent:44862a8266f3d040,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,"Demolition salvage – in advanced form, buildings can be purposefully deconstructed",218.0,300.0
rel:1576d7807656252f,ent:77b4b5dc7a53caec,ENABLES,ent:6e767785b13e05b5,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,buildings can be purposefully deconstructed to maximise reuse and recycling,,
rel:505dfb34dbb129bb,ent:77b4b5dc7a53caec,ENABLES,ent:5fc5c800520dd000,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,buildings can be purposefully deconstructed to maximise reuse and recycling,,
rel:dd60379e6d37abe2,ent:2823bfd41f8dfccc,REFERENCES,ent:77b4b5dc7a53caec,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,buildings can be purposefully deconstructed to maximise reuse and recycling (DECCW NSW 2010),,
rel:4eec5384a763b9fe,ent:8b7c9026ff4af7e6,INVOLVES,ent:9aaebafb3652044d,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,The adoption of the 'circular economy' concept at the heart of waste policy,,
rel:04b01b6b3d38b7d4,ent:8b7c9026ff4af7e6,REQUIRES,ent:bebdd22381acd2a9,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,"adoption of the 'circular economy' concept at the heart of waste policy should result in an increased focus on avoidance, reduction and reuse",,
rel:b5701ef1c67a7ef3,ent:9aaebafb3652044d,REQUIRES,ent:bebdd22381acd2a9,22.national-waste-report-2020::c102::7e2204e07563ca7a,22.national-waste-report-2020.pdf,,keep,1.0,"adoption of the 'circular economy' concept at the heart of waste policy should result in an increased focus on avoidance, reduction and reuse",,
rel:5ac18130372be6a5,ent:cd58309b1bb12e75,INVOLVES,ent:314639a8e9121b48,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"Clients and regulators are paying attention: they expect demolition contractors to be as competent in project management, safety, and innovation",,
rel:dcd0ddfcfcc29f73,ent:2124ba098f7c931c,INVOLVES,ent:314639a8e9121b48,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"Clients and regulators are paying attention: they expect demolition contractors to be as competent in project management, safety, and innovation",,
rel:317a071e01b6e7c1,ent:2124ba098f7c931c,REQUIRES,ent:248a0f18ea2819c2,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,We can anticipate stricter demands for environmental performance (e.g. waste recycling targets) and possibly carbon footprint considerations,,
rel:11491cbeaab5a1eb,ent:248a0f18ea2819c2,APPLIES_TO,ent:314639a8e9121b48,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"We can anticipate stricter demands for environmental performance (e.g. waste recycling targets) and possibly carbon footprint considerations, which in turn may push the industry",,
rel:f8e870561489d71a,ent:248a0f18ea2819c2,ENABLES,ent:9efc36eeb6361fe4,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"stricter demands for environmental performance (e.g. waste recycling targets) and possibly carbon footprint considerations, which in turn may push the industry toward even more selective demolition",,
rel:16ffab0bcfb248b0,ent:248a0f18ea2819c2,ENABLES,ent:7c4f6981d873b7f8,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"stricter demands for environmental performance (e.g. waste recycling targets) and possibly carbon footprint considerations, which in turn may push the industry toward even more selective demolition and material reuse strategies",,
rel:5b624808aa07cc18,ent:b1f3fbd36589ae05,AFFECTS,ent:314639a8e9121b48,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"stricter demands for environmental performance (e.g. waste recycling targets) and possibly carbon footprint considerations, which in turn may push the industry",,
rel:c3180fa4ce0d4d08,ent:9efc36eeb6361fe4,INVOLVES,ent:f2a0b6bc434416e7,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,selective demolition and material reuse strategies. These may involve advanced techniques and planning,,
rel:0ab8b46d55007069,ent:7c4f6981d873b7f8,INVOLVES,ent:f2a0b6bc434416e7,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,material reuse strategies. These may involve advanced techniques and planning that again benefit from digital tools,,
rel:c976dda131cefaaf,ent:929ba31b93721e7d,ENABLES,ent:f2a0b6bc434416e7,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,These may involve advanced techniques and planning that again benefit from digital tools,,
rel:640393c3d8170c97,ent:929ba31b93721e7d,ENABLES,ent:7b10bb1b6dafbd9a,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"planning that again benefit from digital tools (for instance, material inventories and marketplaces for salvaged components)",,
rel:1940e45513296195,ent:929ba31b93721e7d,ENABLES,ent:80630ac6994435c2,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"planning that again benefit from digital tools (for instance, material inventories and marketplaces for salvaged components)",,
rel:24b5c9d20c598f95,ent:7b10bb1b6dafbd9a,INVOLVES,ent:9adc4f356b2cc767,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"benefit from digital tools (for instance, material inventories and marketplaces for salvaged components)",,
rel:5cb018e1e81c0a98,ent:80630ac6994435c2,INVOLVES,ent:9adc4f356b2cc767,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,material inventories and marketplaces for salvaged components,714.0,775.0
rel:7b08b04e19089a6c,ent:7c4f6981d873b7f8,PRODUCES,ent:9adc4f356b2cc767,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"selective demolition and material reuse strategies. These may involve advanced techniques and planning that again benefit from digital tools (for instance, material inventories and marketplaces for salvaged components)",,
rel:28520945ca15a572,ent:9efc36eeb6361fe4,PRODUCES,ent:9adc4f356b2cc767,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"selective demolition and material reuse strategies. These may involve advanced techniques and planning that again benefit from digital tools (for instance, material inventories and marketplaces for salvaged components)",,
rel:2c0cd74b2bcf5b7b,ent:14f3a87bcc5640c2,ENABLES,ent:314639a8e9121b48,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"they expect demolition contractors to be as competent in project management, safety, and innovation as any other construction professionals",,
rel:51e27f0b6dbd425d,ent:e227499b8c472390,INVOLVES,ent:14f3a87bcc5640c2,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c108::7102bf7e19f715dd,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",,keep,1.0,"they expect demolition contractors to be as competent in project management, safety, and innovation as any other construction professionals",,
rel:99d04fc22113cfdb,ent:15ea3083ad22316c,INVOLVES,ent:0b21746e83103a88,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,training operators for these robots is crucial - Japan invested heavily in training a new breed of operators,,
rel:6a7ee41c46ded553,ent:61267f857ed5ba18,INVOLVES,ent:b0b6fa45b4835db7,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,Japan invested heavily in training a new breed of operators,,
rel:9f55d86e83528214,ent:b0b6fa45b4835db7,INVOLVES,ent:0b21746e83103a88,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,"training a new breed of operators who were part demolition expert, part video-gamer",,
rel:0e38d3cd41c06863,ent:15ea3083ad22316c,APPLIES_TO,ent:84bc84b2f36ea0a5,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,translate to asbestos or chemical plant demolitions elsewhere,311.0,372.0
rel:3936786fc4154f1a,ent:15ea3083ad22316c,ENABLES,ent:9fdb92f8866eaa8a,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,robotics dramatically improve safety for hazardous material removal,,
rel:db2ac5886976b8e1,ent:dd71e90145bbf900,INVOLVES,ent:0b21746e83103a88,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,older nuclear engineers to trust young robot operators,644.0,698.0
rel:2f026c8a9491fc4d,ent:0f91be45d06a566a,APPLIES_IN,ent:06847c287fafb3dd,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,Selective Demolition via Al in Leuven (Belgium) - Circu/ar Economy through Al (Sloopwijzer Project),,
rel:2fc6d89f0a032318,ent:0f91be45d06a566a,APPLIES_IN,ent:ce25299571e618df,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,Selective Demolition via Al in Leuven (Belgium) - Circu/ar Economy through Al (Sloopwijzer Project),,
rel:c639ddc82ccfebcc,ent:0f91be45d06a566a,ENABLES,ent:9efc36eeb6361fe4,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,Selective Demolition via Al in Leuven (Belgium) - Circu/ar Economy through Al (Sloopwijzer Project),,
rel:5f2b71b0ad6c0672,ent:0f91be45d06a566a,ENABLES,ent:b3bcfc5f20599832,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,Selective Demolition via Al in Leuven (Belgium) - Circu/ar Economy through Al (Sloopwijzer Project),,
rel:c3af371ba1052c6c,ent:0f91be45d06a566a,ENABLES,ent:753be3be11412c8a,23.The_Current_State_and_Digital_Evolution_of_the_Demolition_Industry_in_NSW_and_QLD_Australia::c82::2fa53b4bcfcbbcb9,"23.The Current State and Digital Evolution of the Demolition Industry in NSW and QLD, Australia.pdf",36.0,maybe,0.6,Circu/ar Economy through Al (Sloopwijzer Project),,
